asset_id,asset_type,purchase_date,asset_age_days,total_tickets,distinct_issue_types,repeat_issue_count,max_same_issue_repeats,avg_resolution_hours,median_resolution_hours,costed_ticket_count,total_cost,avg_cost,expected_cost_gap,last_ticket_date,tickets_per_month,mapping_confidence_summary
3a808621-2515-4b75-9e29-7b16e340da4f,Refrigerator,,,1,1,0,1,355.07,355.07,0,0.0,,,2026-05-10 09:57:51.911058,1.0,Verified:1
436099db-3a2e-4b9c-984c-ccb958ef972e,Air Conditioner,,,1,1,0,1,21.25,21.25,0,0.0,,,2026-06-05 07:21:21.260764,1.0,Verified:1
4464c94c-a1a3-4658-ae52-805edad1df56,Bedside Table,,,1,1,0,1,60.89,60.89,0,0.0,,,2026-04-04 15:48:58.786217,1.0,Verified:1
3dbc7592-a86c-46d0-b08c-dadf816e376c,Bedside Table,,,1,1,0,1,48.2,48.2,0,0.0,,,2026-06-14 09:22:33.985844,1.0,Verified:1
42a93c58-fb3e-4aaf-a63d-91102387a922,Water Heater,,,1,1,0,1,7.49,7.49,0,0.0,,,2026-06-27 00:03:21.827302,1.0,Verified:1
02f56e51-61b4-4122-8c93-d20ad256322d,Washing Machine,,,1,1,0,1,2.89,2.89,0,0.0,,,2026-07-02 04:21:03.893457,1.0,Verified:1
03a83019-dd0e-4ab1-8e20-d1ad13a04ea8,Water Heater,,,1,1,0,1,54.17,54.17,0,0.0,,,2026-06-30 02:37:43.985334,1.0,Verified:1
01358eaa-06be-455c-b086-9d9ced1d02c9,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
08e5cc48-188f-4df9-a3a8-b64c053b1241,Fan,,,1,1,0,1,31.75,31.75,0,0.0,,,2026-04-23 06:11:13.333637,1.0,High:1
0c6a45fa-eea8-4b3e-925c-9e22848928f0,RO Water Purifier,2026-03-23,135.0,1,1,0,1,89.65,89.65,0,0.0,,,2026-07-18 11:53:16.035265,1.0,Verified:1
8e4a1a7b-c87d-40fc-b80c-181f621c7e4a,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
9a3018d6-bbfc-4e5c-ac01-173ec34fc8b3,Water Heater,,,1,1,0,1,333.48,333.48,0,0.0,,,2026-06-27 10:24:11.499104,1.0,Verified:1
9a0db726-841c-4e57-aee3-e6a3ce285e7f,Bedside Table,,,1,1,0,1,40.87,40.87,0,0.0,,,2026-07-09 13:40:53.581166,1.0,Verified:1
980ff08f-01bb-4ec8-846e-87474b79285d,Study Table,,,1,1,0,1,1.05,1.05,0,0.0,,,2026-04-18 11:27:01.837658,1.0,Verified:1
9967095e-fa20-4c7b-8c3f-6bc419b14c46,Cot (Bed Frame),,,1,1,0,1,167.94,167.94,0,0.0,,,2026-04-09 12:45:54.027844,1.0,Verified:1
97ff054f-ebe0-4cfe-8f03-dba72342180a,Water Heater,,,1,1,0,1,49.63,49.63,0,0.0,,,2026-05-26 03:14:48.399706,1.0,Verified:1
8ba23bd2-c79d-47f8-bd9a-fce14d69fd65,Bedside Table,,,1,1,0,1,26.79,26.79,0,0.0,,,2026-07-23 08:23:04.734113,1.0,Verified:1
913bd3e8-1251-4191-882d-e8ea0cfe6e5b,Air Conditioner,,,1,1,0,1,50.92,50.92,0,0.0,,,2026-06-02 07:36:42.774332,1.0,Verified:1
9377cbcd-3030-473f-9941-519310a1135b,Cot (Bed Frame),,,1,1,0,1,94.29,94.29,0,0.0,,,2026-06-26 06:07:28.468034,1.0,Verified:1
8ad4378e-8b51-4c43-8690-81aba71ae42a,Fan,,,1,1,0,1,198.19,198.19,0,0.0,,,2026-07-19 05:11:42.984583,1.0,Verified:1
8ac38fac-21c5-437c-b041-d35aa66d955d,Washing Machine,,,1,1,0,1,4.27,4.27,0,0.0,,,2026-05-19 08:28:37.583067,1.0,Verified:1
7f864296-4fea-4704-9363-c0bdd3dcfc31,Fan,,,1,1,0,1,15.02,15.02,0,0.0,,,2026-05-21 19:21:39.302622,1.0,Verified:1
7c736843-8e67-42a0-ad37-46f0794f96a2,Air Conditioner,2025-07-30,371.0,1,1,0,1,7.93,7.93,0,0.0,,,2026-05-22 02:23:14.451488,1.0,Verified:1
7cb3ace3-4480-4aa0-9efe-c9b0134c8624,Cupboard,,,1,1,0,1,16.92,16.92,0,0.0,,,2026-04-07 17:18:35.493774,1.0,Verified:1
7a14979e-6e89-4006-9aa2-8705a2f07dfe,Cot (Bed Frame),,,1,1,0,1,4.33,4.33,0,0.0,,,2026-04-03 06:12:44.808072,1.0,Verified:1
7a121576-386c-40dd-8a6d-a3120902a359,Microwave Oven,,,1,1,0,1,,,0,0.0,,,2026-07-06 14:02:24.542902,1.0,Verified:1
79b14f2a-439d-42a3-973b-c0c8b17d190f,Dining Table,,,1,1,0,1,75.62,75.62,0,0.0,,,2026-04-07 02:08:01.991842,1.0,Verified:1
b582975d-5d81-492e-8f06-a1e5d3d78fd7,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
b23f3ed6-3bba-4a28-85bc-ebea924f5eb6,Cot (Bed Frame),,,1,1,0,1,121.8,121.8,0,0.0,,,2026-06-04 04:10:27.313467,1.0,Verified:1
b057aedf-024a-4f78-bcdf-db0b296060de,Cupboard,,,1,1,0,1,74.23,74.23,0,0.0,,,2026-04-07 02:06:32.046192,1.0,Verified:1
affc59e1-4e50-4b39-9026-c4adbf601fdb,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
aaf765c9-a0b1-48be-8c21-3ac43a462480,Fan,,,1,1,0,1,,,0,0.0,,,2026-07-25 14:23:26.266410,1.0,Verified:1
a8fae757-b9cc-4af6-994d-cba3c67bd409,Washing Machine,,,1,1,0,1,37.05,37.05,0,0.0,,,2026-06-10 16:54:17.040198,1.0,Verified:1
acad55b2-f580-47ec-9ef1-5693687695ce,Cot (Bed Frame),,,1,1,0,1,525.39,525.39,0,0.0,,,2026-06-23 17:35:47.751010,1.0,Verified:1
9c958763-2d9c-46a4-8f4e-44f491ee63ef,Bedside Table,,,1,1,0,1,3.2,3.2,0,0.0,,,2026-05-26 05:33:25.934499,1.0,Verified:1
9e532a16-590b-4004-9863-8cc0a6c4844a,Fan,,,1,1,0,1,24.07,24.07,0,0.0,,,2026-07-21 06:57:44.863522,1.0,Verified:1
9e43da1d-fd6f-4da2-bde3-6fb9eb6169f4,Induction Stove,,,1,1,0,1,127.19,127.19,0,0.0,,,2026-04-04 05:16:58.261005,1.0,Verified:1
9c517620-7cbf-45ba-b969-fa3728bf2957,RO Water Purifier,2025-01-18,564.0,1,1,0,1,1007.72,1007.72,0,0.0,,,2026-04-25 09:32:43.728422,1.0,Verified:1
9e83589c-0310-479c-9453-b3da59f7e07d,Water Heater,,,1,1,0,1,25.45,25.45,0,0.0,,,2026-06-15 03:39:37.171003,1.0,Verified:1
a231cb7f-1f73-4c71-b744-141ab46351ac,Bedside Table,,,1,1,0,1,69.53,69.53,0,0.0,,,2026-06-03 06:48:02.250721,1.0,Verified:1
a5b9df5f-a304-4e71-ae9a-3ffdf56c2ea3,Water Heater,,,1,1,0,1,45.48,45.48,0,0.0,,,2026-05-31 06:53:36.435165,1.0,Verified:1
a70eb2c3-706c-45d7-9af3-c0be7a59c764,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
a84c1a18-cffc-45bf-b987-a85bdf1a6753,Air Conditioner,,,1,1,0,1,18.29,18.29,0,0.0,,,2026-07-24 16:25:52.615333,1.0,Verified:1
85bff95a-36d4-4788-bb27-cdbb588024e9,Cupboard,,,1,1,0,1,20.37,20.37,0,0.0,,,2026-05-27 08:29:14.906259,1.0,Verified:1
86cfe969-a250-4233-ae88-b25e85bfd41e,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
84b2ced1-debf-4182-b973-054535294fec,Study Table,,,1,1,0,1,72.49,72.49,0,0.0,,,2026-07-19 05:17:26.881676,1.0,Verified:1
84fadbc1-0050-4330-a93c-81d5666058b8,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,Verified:1
7f86b98d-2ca5-4a44-8c4b-bc89e75d7e89,Water Heater,,,1,1,0,1,70.49,70.49,0,0.0,,,2026-05-16 06:25:17.163008,1.0,Verified:1
c6d65f33-8882-4758-a18f-9660657339e8,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
c3e4cf3b-765c-4e09-8c22-383bff808a3b,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
c353442a-902b-4d6c-b7ed-ab113dc2bdc5,Refrigerator,,,1,1,0,1,39.85,39.85,0,0.0,,,2026-07-20 14:08:48.388803,1.0,Verified:1
c6d34ded-032e-40a5-93c1-9762e101bab5,Cupboard,,,1,1,0,1,13.46,13.46,0,0.0,,,2026-07-01 17:48:49.941432,1.0,Verified:1
c44baed9-eb09-45bc-ab4d-eaba9a19d7ff,RO Water Purifier,2024-08-02,733.0,1,1,0,1,28.08,28.08,0,0.0,,,2026-04-10 06:54:05.763438,1.0,Verified:1
c0654959-32fc-4506-821e-db502e57e389,Bedside Table,,,1,1,0,1,48.6,48.6,0,0.0,,,2026-06-20 10:03:52.268152,1.0,Verified:1
c0db2869-f692-4552-a037-2b4b57f03999,Washing Machine,,,1,1,0,1,25.89,25.89,0,0.0,,,2026-04-27 05:51:51.652673,1.0,Verified:1
bb3a7a45-bed6-408d-a8f5-6bd712253fb4,Mattress,,,1,1,0,1,1.98,1.98,0,0.0,,,2026-04-03 05:01:42.452769,1.0,Verified:1
bb6e04f9-78bd-4e10-921f-10a2f48b185f,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
b7d12596-f392-485c-8766-94f3519ee625,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
b5edcf4e-54dc-432a-a6bd-f1b36e2e0813,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
d0b4578f-a55c-4fce-855e-f5437dce8f0c,Cupboard,,,1,1,0,1,105.46,105.46,0,0.0,,,2026-06-25 18:49:55.640077,1.0,Verified:1
d04220d8-e0a3-4377-8096-ae6756f1bef7,Water Heater,,,1,1,0,1,338.86,338.86,0,0.0,,,2026-05-20 01:45:30.734657,1.0,Verified:1
cf86ad66-889c-4dd5-af13-8a73a2485327,Induction Stove,2025-08-08,362.0,1,1,0,1,,,0,0.0,,,2026-06-30 02:55:55.641667,1.0,Verified:1
ce9964be-389f-4a84-b81c-ea22ddc62eb4,Air Conditioner,,,1,1,0,1,67.33,67.33,0,0.0,,,2026-06-10 16:53:25.711651,1.0,Verified:1
cdaaab49-8984-492d-811b-4fcb93508155,Cupboard,,,1,1,0,1,43.0,43.0,0,0.0,,,2026-04-07 17:20:30.197441,1.0,Verified:1
cd86c5f0-efa9-4bfc-9ecb-7c3230173dcd,Air Conditioner,,,1,1,0,1,66.97,66.97,0,0.0,,,2026-07-25 14:22:12.908797,1.0,Verified:1
cd778700-b2bf-4051-b6b7-2278bcb1bae2,Air Conditioner,,,1,1,0,1,114.88,114.88,0,0.0,,,2026-05-30 15:42:31.120929,1.0,Verified:1
cce831ad-398f-49b4-adf2-b594419b2f62,Microwave Oven,,,1,1,0,1,,,0,0.0,,,2026-05-22 15:48:02.277026,1.0,Verified:1
cb1b3f5f-347b-4a3b-adee-1924192848d1,Cot (Bed Frame),2025-01-01,581.0,1,1,0,1,,,0,0.0,,,,1.0,High:1
c7f7b971-19fa-46c7-849d-4c5982a86ff7,Fan,,,1,1,0,1,43.9,43.9,0,0.0,,,2026-06-14 09:24:24.232035,1.0,Verified:1
c7044986-1955-41ac-a051-7ba5f4d56833,Water Heater,,,1,1,0,1,,,0,0.0,,,2026-07-19 09:07:39.561318,1.0,Verified:1
db7f65e5-9fe6-4986-a7ac-37fbdddff609,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
dc0331d7-c01e-4d7f-b191-15466d6712c9,Cot (Bed Frame),,,1,1,0,1,5.06,5.06,0,0.0,,,2026-04-03 04:54:28.470268,1.0,Verified:1
dd6bc55f-e6a1-41d7-bce7-68bd0d6c57a1,Air Conditioner,2025-07-30,371.0,1,1,0,1,22.5,22.5,0,0.0,,,2026-06-19 07:09:21.850790,1.0,Verified:1
d3259d57-da07-4fdb-b45f-18a033ec34ca,Induction Stove,,,1,1,0,1,571.2,571.2,0,0.0,,,2026-05-09 15:27:03.676715,1.0,Verified:1
d6d1e730-b764-4dfc-aeda-759b7c2ab0a9,Air Conditioner,,,1,1,0,1,1.34,1.34,0,0.0,,,2026-05-06 10:47:42.901159,1.0,High:1
e1ee1927-859c-44fb-beee-1211b3c1828a,RO Water Purifier,2025-10-27,282.0,1,1,0,1,166.14,166.14,0,0.0,,,2026-07-04 09:14:45.494121,1.0,Verified:1
e046c6d8-397c-4586-8fdf-c88e78da3ec5,Cupboard,,,1,1,0,1,6.41,6.41,0,0.0,,,2026-04-04 05:17:53.105947,1.0,Verified:1
ea9ed2e7-fd3d-460a-8927-dc4f167fa2c7,Washing Machine,,,1,1,0,1,18.25,18.25,0,0.0,,,2026-07-12 17:27:25.317935,1.0,Verified:1
e9b3ee0b-2542-4494-bbec-af30b46f14d4,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
f15d0ff8-209b-4934-92c8-1900afec3fa5,Fan,,,1,1,0,1,28.79,28.79,0,0.0,,,2026-04-08 07:33:40.051897,1.0,Verified:1
f1b25cdd-e630-44ef-a054-2f57d7add09c,Air Conditioner,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
f1d60ec1-4a13-41fa-8c6b-945fd688704c,Mattress,,,1,1,0,1,239.19,239.19,0,0.0,,,2026-05-12 11:25:55.075373,1.0,Verified:1
ee5277cb-c0b4-4d6c-9594-89021f5d24b3,Microwave Oven,,,1,1,0,1,,,0,0.0,,,2026-04-03 11:27:25.705429,1.0,Verified:1
f1f8b383-aa8d-4f9d-b51d-b4e8816bf9db,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
f22d37ca-e9d3-456f-8aa3-70b7ab94fc0c,Air Conditioner,,,1,1,0,1,,,0,0.0,,,2026-07-28 12:01:58.910321,1.0,Verified:1
f2d29075-ee7d-4af7-afd3-3f1d7775d2e6,Cupboard,,,1,1,0,1,14.26,14.26,0,0.0,,,2026-05-18 16:56:49.415149,1.0,Verified:1
f244be1f-e77c-424a-a9b4-f13e3b9c63a3,Washing Machine,,,1,1,0,1,20.83,20.83,0,0.0,,,2026-04-17 15:40:31.378202,1.0,Verified:1
f43c6f19-35a1-4330-9869-01dc2d4d62ef,Bedside Table,,,1,1,0,1,20.34,20.34,0,0.0,,,2026-05-27 08:29:33.572957,1.0,Verified:1
f52710af-1fbb-4cf8-b113-084ced145f7d,Fan,,,1,1,0,1,,,0,0.0,,,,1.0,High:1
f866875c-8a32-49d0-b600-259b7d35c158,Cupboard,,,1,1,0,1,48.37,48.37,0,0.0,,,2026-05-17 07:04:25.128719,1.0,Verified:1
fff00394-bda1-4ac1-b428-6227e3920406,Fan,,,1,1,0,1,,,0,0.0,,,2026-07-28 18:58:30.196614,1.0,Verified:1
