entity_id,risk_score,risk_level,anomaly_score,flags,explanation
afb8cf37-0927-b4d3-8281-30726617bf6a,45.5,Medium,0.733,repeated_issue,Repeated issue at this location
52ec5ab0-c642-4dbb-af9f-e9065cf605f6,45.5,Medium,0.827,,
817ac95b-3731-26b7-a06a-fca260f98dbf,45.5,Medium,0.733,repeated_issue,Repeated issue at this location
18132a2d-a10a-9c1c-adfe-d20dbd81998c,45.5,Medium,0.733,repeated_issue,Repeated issue at this location
65430ff7-582b-c456-3c80-561ebc995325,45.5,Medium,0.733,repeated_issue,Repeated issue at this location
89ee9b87-c86b-7163-be89-5a967e802f18,45.5,Medium,0.733,repeated_issue,Repeated issue at this location
a1c5eb64-147d-4345-bcf9-908919babb90,45.4,Medium,0.825,,
39c0d310-1634-4544-a11f-6e2978cf42c4,45.3,Medium,0.823,,
327e384f-e936-47d9-9cfb-ca1b41bc8f1c,45.1,Medium,0.819,,
3617c754-2014-417f-89e9-872fdc322560,44.7,Medium,0.812,,
32dfcd89-4de1-4165-bbc4-a648bc99f9f5,44.7,Medium,0.813,,
c8d729d3-993e-4f49-80c3-95b036fee0ce,44.5,Medium,0.809,,
e689126d-d5a7-4935-ba4d-1f17097d2393,44.4,Medium,0.972,repeated_issue;tenant_rejected,Repeated issue at this location | Tenant rejected / did not approve the resolution
131febae-d05e-4205-a572-c63a9cc4a124,44.3,Medium,0.805,,
49b3a5c8-bea6-4e84-afdb-52c0b6f5cc67,44.2,Medium,0.805,,
3c0f2d94-6e2b-4bdb-9426-6c887f11be91,44.1,Medium,0.703,repeated_issue,Repeated issue at this location
851326b0-8cf3-4659-b4b4-fc42713f3a40,42.8,Medium,0.573,repeated_issue,Repeated issue at this location
9ca32c91-7377-4136-a935-59b051cf9150,42.7,Medium,0.776,,
fc9e112d-5e63-4203-8b16-d7f1d68e10da,42.7,Medium,0.672,repeated_issue,Repeated issue at this location
3b217359-2d33-49eb-9efa-90da713930cb,42.2,Medium,0.767,,
a20d3286-8cc7-4f31-84b3-1cb544e2756a,42.2,Medium,0.662,repeated_issue,Repeated issue at this location
b2e5ca4c-34ae-4c4d-a445-bc5428ec5062,42.2,Medium,0.767,,
8c965ce1-1fdc-4f92-b919-e5bad7017ebf,42.1,Medium,0.765,,
b78672bf-3a6d-43b0-a988-51a5ab493f3e,41.8,Medium,0.76,,
3beee66c-b10d-4d92-ad2f-d084d2754066,41.7,Medium,0.758,,
f845bcba-1d96-7e1b-6d6c-8ccbdd3f5a2e,41.2,Medium,0.882,,
2a619afd-a49f-45c5-a21c-eb85d9784f98,41.1,Medium,0.747,,
96abc1f1-6f1a-4e36-a35f-b1432c33a3be,41.0,Medium,0.745,,
48a7025a-a65f-4b80-914c-984259833370,41.0,Medium,0.745,,
53f77ddc-446d-4480-a617-de536961a1e0,40.7,Medium,0.741,,
51dfc044-dc6f-4a50-af93-7e9e8d15e46d,40.5,Medium,0.531,repeated_issue,Repeated issue at this location
4916dbd8-2371-41fd-aae7-9946532592bd,40.4,Medium,0.531,repeated_issue,Repeated issue at this location
9863f959-61f4-677e-1720-a0c5cbe621d5,39.5,Medium,0.844,,
e4a9a8e6-63c6-3864-1a81-c1212159b45e,39.5,Medium,0.844,,
2c6d1260-ed14-4d39-8728-59d2af490a65,39.5,Medium,0.844,,
74c37e82-2a93-41d5-8930-07d0d6ff11ef,39.4,Medium,0.511,repeated_issue,Repeated issue at this location
b230c8d4-47ac-4fca-bcfd-25076d66ebe0,39.3,Medium,0.511,repeated_issue,Repeated issue at this location
ebb855b4-4121-4659-977f-638e2ffdeb75,39.3,Medium,0.51,repeated_issue,Repeated issue at this location
457efb24-90c0-41ae-bb6b-5a047470eec7,39.2,Medium,0.509,repeated_issue,Repeated issue at this location
273cfd52-9861-4f44-9271-39952f4c6a35,39.0,Medium,1.0,tenant_rejected,Tenant rejected / did not approve the resolution
f578ef87-8153-4c0a-98bd-4feed4ac6d3c,38.9,Medium,0.995,tenant_rejected,Tenant rejected / did not approve the resolution
a50a8d0f-4ac8-43e0-87cb-ca92f4dffab0,38.9,Medium,0.914,repeated_issue,Repeated issue at this location
b34f7660-d7e5-4c73-8b44-1b710f3ab3b1,38.8,Medium,0.989,tenant_rejected,Tenant rejected / did not approve the resolution
36a40325-baf0-48bd-2f2f-a612a265adc3,38.8,Medium,0.588,repeated_issue,Repeated issue at this location
a3fbff99-ca37-6bdc-b0e8-710adfef4145,38.8,Medium,0.588,repeated_issue,Repeated issue at this location
2070934b-bd8c-4500-1b23-affc5cf07912,38.8,Medium,0.588,repeated_issue,Repeated issue at this location
4e7ca839-263d-d5ae-62e2-4d0501932052,38.8,Medium,0.588,repeated_issue,Repeated issue at this location
6b50bea0-a7ab-e535-3602-269f6ff51a72,38.8,Medium,0.588,repeated_issue,Repeated issue at this location
659960b4-5804-4736-8e20-c646a5ef5c4b,38.6,Medium,0.701,,
8aa5cc61-6d57-4c38-ac7a-f4ac6c478ff1,38.4,Medium,0.966,fast_resolution,Resolved in 0.1h vs 48.4h typical for Other
f1c62a11-792d-4692-9de7-fc5834c32a22,38.3,Medium,0.957,fast_resolution,Resolved in 4.3h vs 48.4h typical for Other
81ffd7e3-ee08-4ada-9643-ae1f91da4b26,38.2,Medium,0.952,fast_resolution,Resolved in 72.5h vs 313.3h typical for Kitchen Equipment
255bff17-c0f3-4eb4-810b-05df5eb3c360,38.1,Medium,0.946,fast_resolution,Resolved in 6.3h vs 26.6h typical for Toilet Issues
42068e51-cf17-44bb-9dd2-2b27cec6e39e,38.1,Medium,0.947,fast_resolution,Resolved in 3.5h vs 92.9h typical for Internet Issues
984460d4-41c3-4c2d-93ce-47902e5c6391,37.7,Medium,0.686,,
6178a47c-c209-4050-bbd3-46234b2010e5,37.3,Medium,0.678,,
2500da24-9030-4a35-bdca-c1175df4b2ff,37.3,Medium,0.898,fast_resolution,Resolved in 6.5h vs 40.9h typical for Furniture
c72ab07c-8f4a-421d-b919-a30f5b493712,37.2,Medium,0.893,fast_resolution,Resolved in 3.6h vs 41.9h typical for Plumbing
2d51794c-13c3-46fb-9138-15f4b9c36f32,37.1,Medium,0.675,,
6cf515d2-ca6f-3da8-6801-8d62a1fc00d9,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
c0a5fa74-cdcd-c23e-2d58-e3b1b502fa1b,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
f880a3de-eff2-2145-29f1-5664ee9c6984,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
352a7be8-13bb-a32f-579c-73f8dc725e5c,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
f4d00892-b71c-2af8-dabd-11e1be17f340,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
d2b0a261-7b0d-4472-8f2d-41c343d828a4,37.1,Medium,0.888,fast_resolution,Resolved in 2.5h vs 32.6h typical for RO Water Issues
adeaf389-d252-4d24-c3ab-0e50e8a2fbed,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
6efda9c4-a92a-a6b4-5580-c8d804c8a8ea,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
8c944ff6-cd23-6076-4cf5-20fdde397111,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
740813a9-6573-e8d0-b8c4-6adbbab8dd17,37.1,Medium,0.552,repeated_issue,Repeated issue at this location
7a434025-9978-430b-aad6-27f67465bd9f,36.9,Medium,0.875,fast_resolution,Resolved in 6.3h vs 48.4h typical for Other
cfed9c1c-ee04-4342-958d-a727582d4c36,36.9,Medium,0.672,,
85812d2d-2e47-47d4-af86-ec809ed46287,36.8,Medium,0.866,fast_resolution,Resolved in 6.8h vs 59.1h typical for Cleaning Issues
0235df0d-e86c-43df-8113-5df1701a4bd2,36.8,Medium,0.867,fast_resolution,Resolved in 3.1h vs 48.4h typical for Other
047c498a-6455-4af2-a829-3e20b6f96ed3,36.8,Medium,0.465,repeated_issue,Repeated issue at this location
37683b76-a4d2-4af4-ad50-56ccab7e8556,36.7,Medium,0.841,repeated_issue,Repeated issue at this location
7ec25312-d183-4981-b47a-4c126bd9f97e,36.6,Medium,0.461,repeated_issue,Repeated issue at this location
e8661742-3adc-4507-9241-bca7836274a8,36.5,Medium,0.663,,
2e126a23-8caf-4f95-8de0-b745519555c4,36.4,Medium,0.457,repeated_issue,Repeated issue at this location
97beeab7-5ad1-8122-7784-1c690ab3e70b,36.3,Medium,0.536,repeated_issue,Repeated issue at this location
750de943-50cf-721e-6420-3ed5e6471663,36.3,Medium,0.776,,
edd4ab1d-1d4d-4acd-9e82-f4fcc0e3288a,36.3,Medium,0.661,,
c571eabe-749c-29ef-9207-0956a6800bb5,36.3,Medium,0.776,,
144a737a-98cb-64f8-3ec4-0406d92af671,36.3,Medium,0.536,repeated_issue,Repeated issue at this location
e106bcdc-78ba-02cf-9589-368dc10bb2dc,36.3,Medium,0.536,repeated_issue,Repeated issue at this location
f7eef293-0543-ae3f-98e3-6366264442e5,36.3,Medium,0.536,repeated_issue,Repeated issue at this location
1faa1b2c-b5ba-4cca-8c28-4159fd9ad188,35.9,Medium,0.448,repeated_issue,Repeated issue at this location
3151f7a1-adad-4329-925b-3375c30dae24,35.7,Medium,0.649,,
cfb7fc5d-8ab2-8bd5-49d0-64c8429e447d,35.2,Medium,0.753,,
617dfc67-d0d6-429a-bfa5-06460a2c98da,35.1,Medium,0.764,fast_resolution,Resolved in 26.3h vs 141.0h typical for Billing Issues
f6e4e255-661d-4329-a287-d1bb171ea8af,34.9,Low,0.43,repeated_issue,Repeated issue at this location
a6465f30-4e23-1183-f2f8-cbd8dea48580,34.7,Low,0.501,repeated_issue,Repeated issue at this location
a383137c-f83c-7d32-8f2a-1d6246aef0b4,34.7,Low,0.501,repeated_issue,Repeated issue at this location
d28fd200-2ceb-bb5e-679f-1c84be768244,34.7,Low,0.501,repeated_issue,Repeated issue at this location
35ac2c8f-988c-90b1-5729-8f4566f100a0,34.7,Low,0.501,repeated_issue,Repeated issue at this location
479bf1e8-673a-9c3c-b20b-a6ae40009f7e,34.7,Low,0.501,repeated_issue,Repeated issue at this location
13699593-fbb1-e74b-77c9-660cdd786638,34.7,Low,0.501,repeated_issue,Repeated issue at this location
b1ff846d-9f93-3dff-cb1f-d10d78e7e83d,34.7,Low,0.501,repeated_issue,Repeated issue at this location
88028ce4-c61f-5200-612b-5cebe1986654,34.7,Low,0.501,repeated_issue,Repeated issue at this location
ac7b87fb-080f-3d17-374a-de3792479957,34.7,Low,0.501,repeated_issue,Repeated issue at this location
90df6aab-bc25-f8e2-7bb4-cb2572293795,34.7,Low,0.501,repeated_issue,Repeated issue at this location
499ff5a8-1b16-d883-faad-bda99684bd94,34.7,Low,0.501,repeated_issue,Repeated issue at this location
a7c25386-9046-33f2-3b31-16e37462818e,34.7,Low,0.501,repeated_issue,Repeated issue at this location
344ec81c-a19d-f1ba-2d2c-d46f4f39d112,34.7,Low,0.501,repeated_issue,Repeated issue at this location
c5b6fd56-e039-ca62-4bec-520fc7d77711,34.7,Low,0.501,repeated_issue,Repeated issue at this location
4c3d4b48-972e-46e0-90d8-d6b7a2653e36,33.9,Low,0.726,,
c21ada41-f39e-4dc2-a692-e977fc9d3772,33.7,Low,0.613,,
61184fb5-8061-5ece-528b-7e5c6ca4787b,33.4,Low,0.733,repeated_issue,Repeated issue at this location
70474ca3-d011-8286-5192-a17d91082a34,33.4,Low,0.733,repeated_issue,Repeated issue at this location
c9cb7236-8e59-4d71-4640-b5bd5d92fc3c,33.4,Low,0.733,repeated_issue,Repeated issue at this location
17fe2cf1-0e71-401f-984f-ad4d7ad1e0c0,33.3,Low,0.401,repeated_issue,Repeated issue at this location
4530a003-d425-4d3c-be37-5eef89668fa4,33.2,Low,0.975,tenant_rejected,Tenant rejected / did not approve the resolution
1b95553d-b7c7-4d17-8765-8d13ca401084,33.1,Low,0.963,fast_resolution,Resolved in 2.4h vs 48.4h typical for Other
8c25f955-0b01-4421-a445-3effd1208a77,33.1,Low,0.965,fast_resolution,Resolved in 0.7h vs 32.6h typical for RO Water Issues
1615e90e-84bc-49bc-8702-f4fdc175dc8e,32.6,Low,0.389,repeated_issue,Repeated issue at this location
074ea4b3-1a2f-4ee8-a73c-6e16276f6bff,32.6,Low,0.388,repeated_issue,Repeated issue at this location
df67f97f-b60c-9f57-a4e3-592bd6e49873,32.5,Low,0.694,,
047c1201-ada6-deb9-3a98-cffaed2cbcac,32.5,Low,0.694,,
d3493b15-9a02-75ae-63ee-c9fdfb9258f7,32.5,Low,0.694,,
7ee2fea9-67aa-7357-5ea6-c4ca0aaf7fc1,32.5,Low,0.694,,
31dbf808-b397-8ee5-d368-3cac57b8507c,32.4,Low,0.453,repeated_issue,Repeated issue at this location
a9ad55bd-fdac-45ed-a18c-868bf93c9793,32.1,Low,0.447,repeated_issue,Repeated issue at this location
72214ccd-713f-4085-b036-812383c1c771,32.0,Low,0.378,repeated_issue,Repeated issue at this location
dc6209b1-1df4-0207-754d-0d66d1a873d7,31.8,Low,0.681,,
d630d3b6-570c-f6f8-987e-75eab5891d77,31.8,Low,0.681,,
c14621d3-04fb-2b28-a9d3-92da337965e1,31.3,Low,0.43,repeated_issue,Repeated issue at this location
d837105e-eb7b-8fcf-c460-f1dee25a26ac,31.3,Low,0.43,repeated_issue,Repeated issue at this location
ee7cb224-1299-32b7-23c8-09fb54e4ba5e,31.3,Low,0.43,repeated_issue,Repeated issue at this location
d2d01942-cf89-b5d4-75e4-19bdcca8ef18,31.3,Low,0.43,repeated_issue,Repeated issue at this location
b82ee78f-e773-f4d6-adab-69b2f59fc030,31.3,Low,0.43,repeated_issue,Repeated issue at this location
41e93d4f-9a16-82c8-57c5-9b98854f71da,31.3,Low,0.43,repeated_issue,Repeated issue at this location
014acb2c-befd-2ad4-a2a5-1b6ec4cd5c3f,31.3,Low,0.43,repeated_issue,Repeated issue at this location
9b4230ca-e197-7b61-ca55-fd9dec1487ee,31.3,Low,0.43,repeated_issue,Repeated issue at this location
45229435-1d2b-cd17-9b38-1c75b7ac682c,31.3,Low,0.43,repeated_issue,Repeated issue at this location
c5f174fc-8408-5c89-b61a-c7f7df2bb9f3,31.1,Low,0.666,,
743c41c0-cdc2-1538-1214-55334b04c359,31.1,Low,0.666,,
f9b32676-14df-4807-b389-ab327909f7ab,30.6,Low,0.351,repeated_issue,Repeated issue at this location
3d9e2a93-f4a4-4d7c-b921-19347f1c1403,30.5,Low,0.35,repeated_issue,Repeated issue at this location
e3d3b08e-1168-24d9-88db-6d8af6ed10da,30.4,Low,0.649,,
802ef082-7491-427a-4efd-63fbdc8a985a,30.4,Low,0.649,,
b01c08e7-1a87-232a-ae60-8ff001d24f41,30.4,Low,0.649,,
8acf69f6-f774-4864-930d-6998e3c0bd1e,30.4,Low,0.349,repeated_issue,Repeated issue at this location
8d172be0-ab43-cb22-e839-bf58a94564bf,30.4,Low,0.649,,
4df5928b-5c95-6cd9-d960-33626578ae6c,30.4,Low,0.649,,
ca767982-0311-9ec4-0efb-66d254fe43ea,30.0,Low,0.401,repeated_issue,Repeated issue at this location
f94f3fc8-0a93-1476-3735-1226c6c07a25,30.0,Low,0.401,repeated_issue,Repeated issue at this location
b1635ae1-58e8-c773-c965-7465fd7e581b,30.0,Low,0.401,repeated_issue,Repeated issue at this location
57584f0a-35f3-99af-bc46-f728d7ce662b,30.0,Low,0.401,repeated_issue,Repeated issue at this location
f36a3de9-8f2a-8d34-9b71-173e85d0d430,30.0,Low,0.401,repeated_issue,Repeated issue at this location
ec2ccc9a-c9fb-d6dc-1c0c-8b5431541f70,30.0,Low,0.401,repeated_issue,Repeated issue at this location
9f1260cf-ea83-34dc-2480-97fd1c8d60d1,30.0,Low,0.401,repeated_issue,Repeated issue at this location
d0567dac-8c86-d7cb-d1ea-30f478982a88,29.3,Low,0.627,,
a845ff25-034e-46d8-1eb7-bb5369cb3262,29.3,Low,0.627,,
819bbb55-e646-56c4-22d2-56e997491ca3,29.0,Low,0.322,repeated_issue,Repeated issue at this location
3cb45ade-a1b3-4a3e-a5ad-afb563541fbe,29.0,Low,0.322,repeated_issue,Repeated issue at this location
9fbe6091-0a0b-66fa-3ee8-675bfc9f31f7,28.9,Low,0.378,repeated_issue,Repeated issue at this location
b406781b-bb3d-b4d9-2151-762f561bc3ae,28.9,Low,0.378,repeated_issue,Repeated issue at this location
7c76880a-5502-6704-3e46-176b90129218,28.9,Low,0.378,repeated_issue,Repeated issue at this location
78746781-67e6-6007-e70f-7ba79e45cc51,28.9,Low,0.378,repeated_issue,Repeated issue at this location
bc3bceba-aa02-73f3-4b19-d40f046033ed,28.9,Low,0.378,repeated_issue,Repeated issue at this location
0c5337c9-164e-21cf-81f8-202342521e37,28.9,Low,0.378,repeated_issue,Repeated issue at this location
93e4010d-b202-4327-4291-8608090b4249,28.7,Low,0.521,,
0a89b554-b3fb-a037-300d-b6700f9ea741,28.7,Low,0.521,,
3c32a980-6f97-4cca-abe8-e11505111e96,28.7,Low,0.521,,
3280b720-3e0c-4df3-a962-35fe76a4a434,28.7,Low,0.521,,
e3cf4f01-f971-d717-ecbb-142e0961de9b,28.6,Low,0.613,,
0faa0e6f-3fbf-0984-2517-86149f652eee,28.6,Low,0.613,,
063a131e-3dc4-f0a1-9bda-8a0664bd5e94,28.6,Low,0.613,,
ba40bb47-d80f-d60d-aaf9-5fd0db3a2409,28.6,Low,0.613,,
9a08726f-03c5-3110-ef60-e94e2b21fbbd,28.6,Low,0.613,,
71d77401-e8a7-e5a5-7d79-d5e087e26af8,28.6,Low,0.613,,
3e142f38-96cd-b474-f8b0-0b9558f99f46,28.1,Low,0.36,repeated_issue,Repeated issue at this location
6f3095ec-8946-8d2a-b83c-a9d46df0809e,28.1,Low,0.36,repeated_issue,Repeated issue at this location
ed33db40-0cc9-a1d4-3477-29dcb26f0324,28.1,Low,0.36,repeated_issue,Repeated issue at this location
c178b4b7-d5b4-9128-d71a-493657ef3f3e,28.1,Low,0.36,repeated_issue,Repeated issue at this location
cc319de0-96a2-2ab8-8f6e-5d0c8f0c2fee,28.0,Low,0.552,repeated_issue,Repeated issue at this location
249174cc-e5f5-8f8c-4db0-c145a73ddd3d,28.0,Low,0.552,repeated_issue,Repeated issue at this location
695f5510-18f1-ae58-3fb2-b1940f54272d,28.0,Low,0.552,repeated_issue,Repeated issue at this location
c535474a-fe1a-8f58-3934-7f9ecadc16d9,28.0,Low,0.552,repeated_issue,Repeated issue at this location
3370a9f2-c854-4e94-b39e-d811d2844bbc,28.0,Low,0.305,repeated_issue,Repeated issue at this location
fad4e838-b192-f880-c075-c9f3801f3eac,27.7,Low,0.916,,
a212351e-fd47-4d4f-b06f-cfd544db2630,27.5,Low,0.985,repeated_issue,Repeated issue at this location
8cb5baa2-ecba-4c2a-bb26-fab56d983ce5,27.3,Low,0.292,repeated_issue,Repeated issue at this location
2e989071-829e-4249-8612-aa3fcf326aa7,26.9,Low,0.951,repeated_issue,Repeated issue at this location
7556746e-5ab5-45c5-9a9d-bb283b5604dc,26.8,Low,0.487,,
690ced8f-1267-4d45-b938-e08f24469ebf,26.8,Low,0.487,,
7ad00c6e-9014-bbe1-8b23-68a6e4b22ad7,26.7,Low,0.882,,
c34a5a2b-2e66-4e2a-9596-193484fbb757,26.6,Low,0.932,repeated_issue,Repeated issue at this location
07adc185-f2be-4bc2-b209-4e93f7b77682,26.6,Low,0.279,repeated_issue,Repeated issue at this location
4f43e97f-c4e1-4156-988a-54c9f6c99e72,26.6,Low,0.928,repeated_issue,Repeated issue at this location
e9107c13-9b09-4dd1-817c-bf01b8d59ab9,26.5,Low,0.922,repeated_issue,Repeated issue at this location
24b7914b-5e48-2a00-b1ea-b8902ec62020,26.3,Low,0.322,repeated_issue,Repeated issue at this location
1df9b841-b039-6bcd-9e05-d24b1c3734f6,26.3,Low,0.322,repeated_issue,Repeated issue at this location
93040aef-2f10-5fc0-0067-39e9dd5b030f,26.3,Low,0.322,repeated_issue,Repeated issue at this location
44db321f-5e76-e65a-fd8e-343be344266b,26.3,Low,0.322,repeated_issue,Repeated issue at this location
7349071f-e4b0-b3c4-3725-6bc4b923b93b,26.3,Low,0.322,repeated_issue,Repeated issue at this location
6309f690-26bb-b9a2-0fcb-bc6b6d679b18,26.3,Low,0.322,repeated_issue,Repeated issue at this location
f5439bfe-94e3-9824-71c6-0421874bdb74,26.3,Low,0.322,repeated_issue,Repeated issue at this location
5cb7e17e-1c68-3dd4-1d87-b0da116c9bff,26.3,Low,0.322,repeated_issue,Repeated issue at this location
596ab94b-6133-1973-ad92-2e948c8fb433,26.3,Low,0.322,repeated_issue,Repeated issue at this location
f0576a1c-1517-c150-6fa3-d7d6f2865c9c,26.3,Low,0.322,repeated_issue,Repeated issue at this location
d4c81ebd-d2f4-430a-df0c-156da4e4af1e,26.3,Low,0.322,repeated_issue,Repeated issue at this location
93da2cb6-2365-4ade-b0a3-bffbb5fc56fe,26.2,Low,0.906,repeated_issue,Repeated issue at this location
23895d1d-2d76-4fb4-9dbd-d0ff1b8eedff,26.1,Low,0.899,repeated_issue,Repeated issue at this location
f7a042a6-0da1-4ed0-8ec9-1df4485f0395,26.1,Low,0.903,repeated_issue,Repeated issue at this location
b013dda1-2181-41f8-a9c3-db8acdeaca2d,26.0,Low,0.896,repeated_issue,Repeated issue at this location
12683646-ca80-4749-baf9-654e9c8c6b08,26.0,Low,0.473,,
fe56c106-be83-4065-bacb-790bee4ee22f,26.0,Low,0.473,,
2a3b7aa4-41df-4598-804a-40c35246e4fe,26.0,Low,0.891,repeated_issue,Repeated issue at this location
898a6115-b421-4261-8349-932ff12befac,25.9,Low,0.89,repeated_issue,Repeated issue at this location
8048197e-b83c-45a0-bf10-7a52115667e4,25.8,Low,0.265,repeated_issue,Repeated issue at this location
22eb3c39-c0bd-440d-b24b-ba80aa6cdb26,25.7,Low,0.874,repeated_issue,Repeated issue at this location
5eb5b237-34c0-4960-904f-f1aa99aa5a5c,25.7,Low,0.878,repeated_issue,Repeated issue at this location
86745b91-6f81-4ee1-b55f-e981c6de7b5c,25.6,Low,0.871,repeated_issue,Repeated issue at this location
79ca95c6-84d4-4fe7-b054-b7e9588ce30d,25.5,Low,0.864,repeated_issue,Repeated issue at this location
5a1bcddb-2d8c-46b9-836e-c9260fac9645,25.5,Low,0.863,repeated_issue,Repeated issue at this location
610ea2c6-67f4-40c1-a0d2-df6fe5f536f6,25.5,Low,0.862,repeated_issue,Repeated issue at this location
430db962-2353-4fd9-912d-297e09e7bf28,25.5,Low,0.866,repeated_issue,Repeated issue at this location
11cae148-c552-4a96-98ac-1230d988e8cf,25.3,Low,0.854,repeated_issue,Repeated issue at this location
d574a779-6597-4856-988f-98fb961bbacc,25.1,Low,0.84,repeated_issue,Repeated issue at this location
107a789d-01e3-48fc-a5fa-f82cba3dfbf8,25.1,Low,0.837,repeated_issue,Repeated issue at this location
d1a9b329-dee6-4993-be04-11fe8c8aca0f,25.0,Low,0.836,repeated_issue,Repeated issue at this location
90a1c3c9-607c-437f-8426-657c5eb02294,25.0,Low,0.25,repeated_issue,Repeated issue at this location
2043bae8-3194-b27c-ed6c-1f618c179f71,24.9,Low,0.292,repeated_issue,Repeated issue at this location
efc165ef-b485-4535-3dbe-75129cbd9f5a,24.9,Low,0.292,repeated_issue,Repeated issue at this location
b9971b18-d458-52fe-ef12-03c3e9b45284,24.9,Low,0.292,repeated_issue,Repeated issue at this location
d3846174-ddb9-2777-dc63-a9e6bf1aed4c,24.9,Low,0.292,repeated_issue,Repeated issue at this location
79e3e2e1-77a4-48ba-c2df-77280c9b9a2a,24.9,Low,0.292,repeated_issue,Repeated issue at this location
16712bef-057a-b054-b0df-fad8102616f9,24.9,Low,0.292,repeated_issue,Repeated issue at this location
ef8c3a1d-43af-4961-8357-cf070d80c051,24.9,Low,0.826,repeated_issue,Repeated issue at this location
2191b23d-eeba-66fc-7983-f3ce989917ce,24.9,Low,0.292,repeated_issue,Repeated issue at this location
2d2f4aaa-e9db-12ef-bb50-f74383e74434,24.9,Low,0.292,repeated_issue,Repeated issue at this location
1c260e7d-b201-4d78-84c7-5f7d98da6011,24.9,Low,0.826,repeated_issue,Repeated issue at this location
7d73b439-48e1-a4e4-451c-9fd9d2d98814,24.9,Low,0.292,repeated_issue,Repeated issue at this location
fce09a0d-c068-3de8-0a06-0a027eba81a9,24.9,Low,0.292,repeated_issue,Repeated issue at this location
20a82a52-d6ce-ee9f-29a2-31b4981cf48c,24.9,Low,0.292,repeated_issue,Repeated issue at this location
e0ab7426-e4d5-9303-1698-d86175db730d,24.9,Low,0.292,repeated_issue,Repeated issue at this location
a3132746-bf03-fe3a-93a2-aeb762ecfcf2,24.8,Low,0.82,,
51959913-1e11-1890-7273-d24ab4c4faef,24.8,Low,0.82,,
2403da27-4924-4f3d-8754-1a476c834283,24.8,Low,0.822,repeated_issue,Repeated issue at this location
1c905e75-7535-416d-a137-8dc916747194,24.8,Low,0.822,repeated_issue,Repeated issue at this location
6b2280fc-f664-4c8c-953b-18db76713171,24.7,Low,0.818,repeated_issue,Repeated issue at this location
e05c3490-500a-433e-a722-65a282a41f7f,24.7,Low,0.815,,
0a249101-dd5f-4a12-9c3a-07a92226137a,24.6,Low,0.811,repeated_issue,Repeated issue at this location
d722759f-6f57-45cf-bb2e-49ce36bafeeb,24.6,Low,0.807,repeated_issue,Repeated issue at this location
d5643989-a331-4967-ba63-11ee9e1e1f64,24.5,Low,0.804,repeated_issue,Repeated issue at this location
7fb63f92-3d08-f01c-d3bb-36d5a14e53a1,24.4,Low,0.521,,
4a3c32c4-7485-8604-2524-762c54aa246c,24.4,Low,0.521,,
f48d3aa0-e5e8-3cfe-115b-f5106cf97e9f,24.4,Low,0.521,,
03531a0e-3965-ab08-3d56-2dd34942f46c,24.3,Low,0.792,repeated_issue,Repeated issue at this location
bfe6d0a1-db47-03ef-da0c-0b770d03b44b,24.3,Low,0.792,repeated_issue,Repeated issue at this location
8507f042-7a29-c3b6-3408-e31b541a76c2,24.3,Low,0.792,repeated_issue,Repeated issue at this location
e61d9b86-53e5-4ae3-755d-e8cb399dac7d,24.3,Low,0.792,repeated_issue,Repeated issue at this location
1e57c28b-1320-4b79-cf80-804c62ce33b0,24.3,Low,0.792,repeated_issue,Repeated issue at this location
09f81b2c-72e7-709d-5ba1-360f8646c884,24.3,Low,0.792,repeated_issue,Repeated issue at this location
d452baaa-641a-24de-db04-0e27f16ba62c,24.3,Low,0.792,repeated_issue,Repeated issue at this location
247a627c-f744-8179-498c-0e2e95528e61,24.3,Low,0.792,repeated_issue,Repeated issue at this location
85ca321f-ffd0-7ab3-e1f7-8924bcc14eef,24.3,Low,0.792,repeated_issue,Repeated issue at this location
10811cf6-6fa4-5c54-010e-863a8da4067e,24.3,Low,0.792,repeated_issue,Repeated issue at this location
1656ff84-c36f-d856-7314-b0a25a415913,24.3,Low,0.792,repeated_issue,Repeated issue at this location
abf38d2d-6fbf-d102-0915-ad1fa7488dca,24.3,Low,0.792,repeated_issue,Repeated issue at this location
46bb75e7-11af-198c-0abf-9e1bffda7010,24.3,Low,0.803,,
1142fbaa-dcc7-de1b-7bd8-be142ffa15cc,24.3,Low,0.792,repeated_issue,Repeated issue at this location
79834947-5612-4e83-9890-f9f95e4e0c0a,24.3,Low,0.279,repeated_issue,Repeated issue at this location
ddf94358-0ea9-0871-0ed0-f48cc421d721,24.3,Low,0.792,repeated_issue,Repeated issue at this location
b09e510e-96ad-4622-8e2b-5fb39c8d213b,24.2,Low,0.236,repeated_issue,Repeated issue at this location
b16a2495-69ed-4671-9dfd-adf008115c06,23.8,Low,0.762,repeated_issue,Repeated issue at this location
4a510ded-bb90-41ad-8dc6-15bfa3346839,23.8,Low,0.759,repeated_issue,Repeated issue at this location
